doc_id,sentence_id,sentence_text,verbatim_label,verbatim_labels,annotator_count,annotators,source_annotation_count,alignment_type,source_html,source_annotation_file
DB_2,DB_2_S29,"We may also share your personal data if it is necessary to act in urgent circumstances to protect the safety of Blackbaud customers, website visitors, or the public.",Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S30,Blackbaud does not sell your personal information collected in connection with BBID or share your personal information with any third parties for targeted behavioral advertising.,Categories of Personal Information Sold,Categories of Personal Information Sold,2,ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S32,Information about your consumer privacy rights can be found below and at:  https://www.blackbaud.com/company/data-subject-rights-request,Methods to exercise rights,Methods to exercise rights,1,ra3,1,annotation_in_sentence,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S38,"Because Blackbaud collects and uses personal information of students at the direction of and under the control of a school, Blackbaud relies on each school to provide appropriate notice to parents of the school's use of third party service providers such as Blackbaud, and for the schools to provide consent, if necessary, and authorization for Blackbaud to collect personal information of students, as permitted by the Children's Online Privacy Protection Act (COPPA) and other applicable data protection laws.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S40,Please contact us at privacy@blackbaud.com if you believe we have inadvertently collected personal information of a child without proper consent so that we may delete such data as soon as possible.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S41,Security of your Personal Information,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S42,"We restrict access to personal information collected about you a t our website to our employees, our affiliates’ employees, those who are otherwise specified in this Policy or others who need to know that information to provide the Services to you or in the course of conducting our business operations or activities.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S43,"While no website can guarantee exhaustive security, we maintain appropriate physical, electronic and procedural safeguards to protect your personal information collected via the website.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S44,"We protect our databases with various physical, technical and procedural measures and we restrict access to your information by unauthorized persons.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S45,We also advise all Blackbaud employees about their responsibility to protect customer data and we provide them with appropriate guidelines for adhering to our company’s business ethics standards and confidentiality policies.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S46,"Inside Blackbaud, data is stored in password-controlled servers with limited access.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S60,"However, if you choose to reject cookies, you may not be able to use certain of our Services or website features.",Description of Right to Know PI Collected,Description of Right to Know PI Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S61,"For example, if you choose to not have your browser accept cookies from Blackbaud’s website, you will need to re-enter your personal information each time that you attempt to access premium information.",Description of Right to Know PI Collected,Description of Right to Know PI Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S62,"Certain pages on our websites contain “web beacons” (also known as Internet tags, pixel tags and clear GIFs).",Description of Right to Know PI Collected,Description of Right to Know PI Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S64,An IP address is a unique identifier that certain electronic devices use to identify and communicate with each other on the Internet.,Description of Right to Know PI Collected,Description of Right to Know PI Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S66,We use this information to determine the general physical location of the device and understand from what regions of the world our website visitors come.,Description of Right to Know PI Collected,Description of Right to Know PI Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S67,We also may use this information to enhance our website.,Description of Right to Know PI Collected,Description of Right to Know PI Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S68,Our website detects and honors the Global Privacy Control signal in accordance with applicable privacy laws.,Description of Right to Know PI Collected,Description of Right to Know PI Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S69,The Global Privacy Control is a signal that can be enabled in certain browsers or browser extensions.,Description of Right to Know PI Collected,Description of Right to Know PI Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S71,We keep your personal data in an identifiable form for as long as we have a legitimate reason to use the data and as required by law.,Categories of Personal Information Collected,Categories of Personal Information Collected,1,ra3,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S83,Businesses can’t discriminate against you for exercising any of these rights.,Description of Right to Non-discrimination on exercising rights,Description of Right to Non-discrimination on exercising rights,3,ra1;ra2;ra3,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S85,Blackbaud does not sell your personal information collected in connection with BBID or share your personal information with any third parties for targeted behavioral advertising.,Categories of Personal Information Sold,Categories of Personal Information Sold,2,ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S88,"We will verify your identity where required prior to fulfilling your request, which may require government identification.",Methods to exercise rights,Methods to exercise rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S89,"Authorized agents may be used to submit rights requests, in which cases we will take steps to verify the consumer’s identity and that the agent has authority to act on the consumer’s behalf.",Methods to exercise rights,Methods to exercise rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S90,"Individuals in the UK, EEA, and Switzerland",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S91,Legal Bases for Using Your Data,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S92,We process your personal data on a variety of legal bases depending on the use.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S93,Blackbaud has a legitimate commercial interest in using your data to improve Blackbaud.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S94,"When you request that we perform certain functions for you, these activities require that we process your personal details, or else we can’t perform the function you’re requesting.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S95,The functions you can request are to provide you with a Blackbaud ID and provide you with the Services you use.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S96,These uses of your data are necessary for us to perform a contract or a request you’ve made.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S97,Our Legitimate Interests,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S98,"We may process your personal data for the purposes of our legitimate interests, provided that these uses aren’t outweighed by your rights or interests.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S100,"For each of the following purposes, we have conducted a legitimate interest assessment to ensure that such processing isn’t overridden by your rights or interests.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S101,"Making Blackbaud Better: As stated above, we use aggregated and personal data about you and your use of our website and Services to develop and test such Services.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S102,"These activities are necessary to fulfill our interest in creating better tools for enhancing the ecosystem of good by helping us create better technology, better communications and a better website.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S103,Consequences of Not Providing Data,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S104,You are not required to provide personal data to us.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S105,"Note, however, that your failure to do so may affect our ability to provide the Services and fulfil your requests.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S106,"For example, we cannot provide you access to the Services without authorising you as a user for your organisation.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S107,Automated Decision-Making,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S108,Blackbaud does not conduct automated decision-making on BBID users.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S110,Blackbaud recognises that your personal data belongs to you and we don’t wish to use it in ways that you don’t want us to.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S111,You can exercise a variety of rights regarding our use of your data:,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S112,You can ask us for a copy of the information we have about you.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S113,You can ask us to correct any incorrect data we have about you.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S114,"If you are a registered user of our website, you may review and update this information at any time on www.blackbaud.co.uk.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S116,You can ask us to delete your data.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S117,"You can ask for your data in a common, machine-readable format.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S118,You can object to any processing we do on the basis of legitimate interests.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S119,You can ask us to restrict the processing of your data.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S120,"We may send you e-mails with promotional offers, special event information, sales notifications or other messages.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S121,"If you would no longer like to receive such e-mails from us, please follow the “Unsubscribe” instructions at the end of each email or contact us.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S122,Your e-mail address will be removed from our marketing list.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S123,"To exercise your access, correction, or deletion rights, please see our Consumer Privacy Rights Request page [add link].",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S125,"Note that some of these rights aren’t absolute—for example, we may not be able to forget you if we have to keep some of your data to comply with the law—but we’ll evaluate your request in accordance with applicable data protection laws.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S126,Blackbaud will respond to your request within one month of receiving it.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S127,"Also, note that you have the right to lodge a complaint with the UK Information Commissioner’s Office or the supervisory authority in your country of residence or place of work.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S128,Individuals in Australia,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S129,You can notify us of any complaint you may have about our handling of your personal information by emailing privacy@blackbaud.com.,Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S130,"We will endeavor to reply to you within 30 days of receipt of the complaint and, where appropriate, will advise you of the general reasons for the outcome of the complaint.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S131,"While we hope that we will be able to resolve any complaints you may have without needing to involve third parties, if you are not satisfied with the outcome of your complaint, you can refer your complaint to the Office of the Australian Information Commissioner.",Others,Others,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S132,How to Reach Us,Methods to exercise rights,Methods to exercise rights,1,ra3,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S133,"For questions about this Policy or our privacy practices or to appeal a decision we’ve made regarding your privacy rights, please email privacy@blackbaud.com.",Methods to exercise rights,Methods to exercise rights,2,ra2;ra3,2,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S134,Changes to this Policy,Updated Privacy Policy,Updated Privacy Policy,1,ra3,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S135,Blackbaud may update this Policy at any time and from time to time and we will post any changes to this page.,Updated Privacy Policy,Updated Privacy Policy,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S136,The most recent version of the Policy is reflected by the version date located at the bottom of this Policy.,Updated Privacy Policy,Updated Privacy Policy,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S137,"Last updated January 1, 2023",Updated Privacy Policy,Updated Privacy Policy,2,ra1;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
DB_2,DB_2_S143,Accept Cookies,Description of Right to Know PI Collected,Description of Right to Know PI Collected,1,ra2,1,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/2.html,C3PA_Dataset/Annotations/DB/2.csv
